image,num,correct_scale,incorrect_scale,post_a_variant,post_b_variant,prompt,answer,liked_variant,pair
063_correct100_vs_incorrect1000,063,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,100_vs_1000
065_correct100_vs_incorrect1000,065,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,100_vs_1000
068_correct100_vs_incorrect1000,068,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
069_correct100_vs_incorrect1000,069,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
070_correct100_vs_incorrect1000,070,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,100_vs_1000
072_correct100_vs_incorrect1000,072,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,100_vs_1000
076_correct100_vs_incorrect1000,076,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,100_vs_1000
078_correct100_vs_incorrect1000,078,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
080_correct100_vs_incorrect1000,080,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,100_vs_1000
082_correct100_vs_incorrect1000,082,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
083_correct100_vs_incorrect1000,083,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
085_correct100_vs_incorrect1000,085,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,100_vs_1000
087_correct100_vs_incorrect1000,087,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
089_correct100_vs_incorrect1000,089,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
090_correct100_vs_incorrect1000,090,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,100_vs_1000
091_correct100_vs_incorrect1000,091,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
094_correct100_vs_incorrect1000,094,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,100_vs_1000
095_correct100_vs_incorrect1000,095,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
096_correct100_vs_incorrect1000,096,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
098_correct100_vs_incorrect1000,098,100,1000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,100_vs_1000
100_correct100_vs_incorrect1000,100,100,1000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100_vs_1000
001_correct1000_vs_incorrect10000,001,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
003_correct1000_vs_incorrect10000,003,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
004_correct1000_vs_incorrect10000,004,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
005_correct1000_vs_incorrect10000,005,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
006_correct1000_vs_incorrect10000,006,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
007_correct1000_vs_incorrect10000,007,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
012_correct1000_vs_incorrect10000,012,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
014_correct1000_vs_incorrect10000,014,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
015_correct1000_vs_incorrect10000,015,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
017_correct1000_vs_incorrect10000,017,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
018_correct1000_vs_incorrect10000,018,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
020_correct1000_vs_incorrect10000,020,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
021_correct1000_vs_incorrect10000,021,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
023_correct1000_vs_incorrect10000,023,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
025_correct1000_vs_incorrect10000,025,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
026_correct1000_vs_incorrect10000,026,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
028_correct1000_vs_incorrect10000,028,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
029_correct1000_vs_incorrect10000,029,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
030_correct1000_vs_incorrect10000,030,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
032_correct1000_vs_incorrect10000,032,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
036_correct1000_vs_incorrect10000,036,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
039_correct1000_vs_incorrect10000,039,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
044_correct1000_vs_incorrect10000,044,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
047_correct1000_vs_incorrect10000,047,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
052_correct1000_vs_incorrect10000,052,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
054_correct1000_vs_incorrect10000,054,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
055_correct1000_vs_incorrect10000,055,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
058_correct1000_vs_incorrect10000,058,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
059_correct1000_vs_incorrect10000,059,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
063_correct1000_vs_incorrect10000,063,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
065_correct1000_vs_incorrect10000,065,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
068_correct1000_vs_incorrect10000,068,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
069_correct1000_vs_incorrect10000,069,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
070_correct1000_vs_incorrect10000,070,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
072_correct1000_vs_incorrect10000,072,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
076_correct1000_vs_incorrect10000,076,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
078_correct1000_vs_incorrect10000,078,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
080_correct1000_vs_incorrect10000,080,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
082_correct1000_vs_incorrect10000,082,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
083_correct1000_vs_incorrect10000,083,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
085_correct1000_vs_incorrect10000,085,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
087_correct1000_vs_incorrect10000,087,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
089_correct1000_vs_incorrect10000,089,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
090_correct1000_vs_incorrect10000,090,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
091_correct1000_vs_incorrect10000,091,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
094_correct1000_vs_incorrect10000,094,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
095_correct1000_vs_incorrect10000,095,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,1000_vs_10000
096_correct1000_vs_incorrect10000,096,1000,10000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,1000_vs_10000
098_correct1000_vs_incorrect10000,098,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
100_correct1000_vs_incorrect10000,100,1000,10000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,1000_vs_10000
001_correct10000_vs_incorrect100000,001,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
003_correct10000_vs_incorrect100000,003,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
004_correct10000_vs_incorrect100000,004,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
005_correct10000_vs_incorrect100000,005,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
006_correct10000_vs_incorrect100000,006,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
007_correct10000_vs_incorrect100000,007,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
012_correct10000_vs_incorrect100000,012,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
014_correct10000_vs_incorrect100000,014,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
015_correct10000_vs_incorrect100000,015,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
017_correct10000_vs_incorrect100000,017,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
018_correct10000_vs_incorrect100000,018,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
020_correct10000_vs_incorrect100000,020,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
021_correct10000_vs_incorrect100000,021,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
023_correct10000_vs_incorrect100000,023,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
025_correct10000_vs_incorrect100000,025,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
026_correct10000_vs_incorrect100000,026,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
028_correct10000_vs_incorrect100000,028,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
029_correct10000_vs_incorrect100000,029,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
030_correct10000_vs_incorrect100000,030,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
032_correct10000_vs_incorrect100000,032,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
036_correct10000_vs_incorrect100000,036,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
039_correct10000_vs_incorrect100000,039,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
044_correct10000_vs_incorrect100000,044,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
047_correct10000_vs_incorrect100000,047,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
052_correct10000_vs_incorrect100000,052,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
054_correct10000_vs_incorrect100000,054,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
055_correct10000_vs_incorrect100000,055,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
058_correct10000_vs_incorrect100000,058,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
059_correct10000_vs_incorrect100000,059,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
063_correct10000_vs_incorrect100000,063,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
065_correct10000_vs_incorrect100000,065,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
068_correct10000_vs_incorrect100000,068,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
069_correct10000_vs_incorrect100000,069,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
070_correct10000_vs_incorrect100000,070,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
072_correct10000_vs_incorrect100000,072,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
076_correct10000_vs_incorrect100000,076,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
078_correct10000_vs_incorrect100000,078,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
080_correct10000_vs_incorrect100000,080,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
082_correct10000_vs_incorrect100000,082,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
083_correct10000_vs_incorrect100000,083,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
085_correct10000_vs_incorrect100000,085,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
087_correct10000_vs_incorrect100000,087,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
089_correct10000_vs_incorrect100000,089,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
090_correct10000_vs_incorrect100000,090,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
091_correct10000_vs_incorrect100000,091,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
094_correct10000_vs_incorrect100000,094,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
095_correct10000_vs_incorrect100000,095,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
096_correct10000_vs_incorrect100000,096,10000,100000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,10000_vs_100000
098_correct10000_vs_incorrect100000,098,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,10000_vs_100000
100_correct10000_vs_incorrect100000,100,10000,100000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",B,correct,10000_vs_100000
001_correct100000_vs_incorrect1000000,001,100000,1000000,incorrect,correct,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,incorrect,100000_vs_1000000
003_correct100000_vs_incorrect1000000,003,100000,1000000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100000_vs_1000000
004_correct100000_vs_incorrect1000000,004,100000,1000000,correct,incorrect,"You are shown two social media posts, Post A and Post B.
You are only allowed to press the Like button on one of them.
Which post do you press Like on?
Reply with only 'A' or 'B'.",A,correct,100000_vs_1000000
