image,variant,scale_value,decoded_answer,p_like,model,condition,phrasing,decoded_like_binary
006_correct_100000,correct,100000,no,4.683892891649453e-05,gemma-12b,likes_only_noise,yesno,0
006_incorrect_100000,incorrect,100000,no,0.0004173157606777201,gemma-12b,likes_only_noise,yesno,0
007_correct_100000,correct,100000,no,7.662101864956481e-05,gemma-12b,likes_only_noise,yesno,0
007_incorrect_100000,incorrect,100000,no,9.3145930425751e-05,gemma-12b,likes_only_noise,yesno,0
008_correct_100000,correct,100000,no,3.705300510675661e-05,gemma-12b,likes_only_noise,yesno,0
008_incorrect_100000,incorrect,100000,no,0.00026947915555885544,gemma-12b,likes_only_noise,yesno,0
009_correct_100000,correct,100000,no,1.9833367060283615e-05,gemma-12b,likes_only_noise,yesno,0
009_incorrect_100000,incorrect,100000,no,7.254361823018916e-05,gemma-12b,likes_only_noise,yesno,0
010_correct_100000,correct,100000,no,7.967300986103147e-05,gemma-12b,likes_only_noise,yesno,0
010_incorrect_100000,incorrect,100000,no,0.00015598027633743824,gemma-12b,likes_only_noise,yesno,0
011_correct_100000,correct,100000,no,2.1444968871981643e-05,gemma-12b,likes_only_noise,yesno,0
011_incorrect_100000,incorrect,100000,no,0.00011412238544346031,gemma-12b,likes_only_noise,yesno,0
012_correct_100000,correct,100000,no,5.22522185748511e-05,gemma-12b,likes_only_noise,yesno,0
012_incorrect_100000,incorrect,100000,no,0.00011235328063870752,gemma-12b,likes_only_noise,yesno,0
013_correct_100000,correct,100000,no,0.00015843621910252594,gemma-12b,likes_only_noise,yesno,0
013_incorrect_100000,incorrect,100000,no,0.00015843621910252594,gemma-12b,likes_only_noise,yesno,0
014_correct_100000,correct,100000,no,4.133535835007138e-05,gemma-12b,likes_only_noise,yesno,0
014_incorrect_100000,incorrect,100000,no,7.602479448313689e-05,gemma-12b,likes_only_noise,yesno,0
015_correct_100000,correct,100000,no,7.843789122138342e-05,gemma-12b,likes_only_noise,yesno,0
015_incorrect_100000,incorrect,100000,no,0.00011235328063870752,gemma-12b,likes_only_noise,yesno,0
016_correct_100000,correct,100000,no,4.0063654023041907e-05,gemma-12b,likes_only_noise,yesno,0
016_incorrect_100000,incorrect,100000,no,0.00011774459228387069,gemma-12b,likes_only_noise,yesno,0
017_correct_100000,correct,100000,no,6.10885510164857e-05,gemma-12b,likes_only_noise,yesno,0
017_incorrect_100000,incorrect,100000,no,6.156764496180697e-05,gemma-12b,likes_only_noise,yesno,0
018_correct_100000,correct,100000,no,0.00020027376671813928,gemma-12b,likes_only_noise,yesno,0
018_incorrect_100000,incorrect,100000,no,0.00011866796497892348,gemma-12b,likes_only_noise,yesno,0
019_correct_100000,correct,100000,no,8.398064025997005e-06,gemma-12b,likes_only_noise,yesno,0
019_incorrect_100000,incorrect,100000,no,0.00010554685795431097,gemma-12b,likes_only_noise,yesno,0
020_correct_100000,correct,100000,no,4.2647468185579125e-05,gemma-12b,likes_only_noise,yesno,0
020_incorrect_100000,incorrect,100000,no,0.00011235328063870752,gemma-12b,likes_only_noise,yesno,0
021_correct_100000,correct,100000,no,3.944258675190878e-05,gemma-12b,likes_only_noise,yesno,0
021_incorrect_100000,incorrect,100000,no,5.829126566113865e-05,gemma-12b,likes_only_noise,yesno,0
022_correct_100000,correct,100000,no,1.5206825868531468e-05,gemma-12b,likes_only_noise,yesno,0
022_incorrect_100000,incorrect,100000,no,1.7778551863194697e-05,gemma-12b,likes_only_noise,yesno,0
023_correct_100000,correct,100000,no,3.591304492760165e-05,gemma-12b,likes_only_noise,yesno,0
023_incorrect_100000,incorrect,100000,no,4.575391230849984e-05,gemma-12b,likes_only_noise,yesno,0
024_correct_100000,correct,100000,no,2.8409742946109783e-05,gemma-12b,likes_only_noise,yesno,0
024_incorrect_100000,incorrect,100000,no,3.883110986877899e-05,gemma-12b,likes_only_noise,yesno,0
025_correct_100000,correct,100000,no,1.6442510240388927e-05,gemma-12b,likes_only_noise,yesno,0
025_incorrect_100000,incorrect,100000,no,0.0001195985780502316,gemma-12b,likes_only_noise,yesno,0
026_correct_100000,correct,100000,no,7.602479448313689e-05,gemma-12b,likes_only_noise,yesno,0
026_incorrect_100000,incorrect,100000,no,0.00015356239764960123,gemma-12b,likes_only_noise,yesno,0
027_correct_100000,correct,100000,no,6.761842041375471e-05,gemma-12b,likes_only_noise,yesno,0
027_incorrect_100000,incorrect,100000,no,0.00014539114412297373,gemma-12b,likes_only_noise,yesno,0
028_correct_100000,correct,100000,no,6.605214485464791e-05,gemma-12b,likes_only_noise,yesno,0
028_incorrect_100000,incorrect,100000,no,0.00028685408238746286,gemma-12b,likes_only_noise,yesno,0
029_correct_100000,correct,100000,no,1.5206825868531468e-05,gemma-12b,likes_only_noise,yesno,0
029_incorrect_100000,incorrect,100000,no,5.9209165174637336e-05,gemma-12b,likes_only_noise,yesno,0
030_correct_100000,correct,100000,no,2.3552618543037957e-05,gemma-12b,likes_only_noise,yesno,0
030_incorrect_100000,incorrect,100000,no,0.0001488384825728813,gemma-12b,likes_only_noise,yesno,0
031_correct_100000,correct,100000,no,5.144226279882668e-05,gemma-12b,likes_only_noise,yesno,0
031_incorrect_100000,incorrect,100000,no,0.00015356239764960123,gemma-12b,likes_only_noise,yesno,0
032_correct_100000,correct,100000,no,1.618756599872793e-05,gemma-12b,likes_only_noise,yesno,0
032_incorrect_100000,incorrect,100000,no,9.3145930425751e-05,gemma-12b,likes_only_noise,yesno,0
033_correct_100000,correct,100000,no,3.373722476473661e-05,gemma-12b,likes_only_noise,yesno,0
033_incorrect_100000,incorrect,100000,no,0.00013765463368900106,gemma-12b,likes_only_noise,yesno,0
034_correct_100000,correct,100000,no,4.8325638187255363e-05,gemma-12b,likes_only_noise,yesno,0
034_incorrect_100000,incorrect,100000,no,0.00010637458416268339,gemma-12b,likes_only_noise,yesno,0
035_correct_100000,correct,100000,no,0.00010391067562761451,gemma-12b,likes_only_noise,yesno,0
035_incorrect_100000,incorrect,100000,no,0.00021654404989510323,gemma-12b,likes_only_noise,yesno,0
036_correct_100000,correct,100000,no,6.402006410383949e-05,gemma-12b,likes_only_noise,yesno,0
036_incorrect_100000,incorrect,100000,no,0.00019871553360735275,gemma-12b,likes_only_noise,yesno,0
037_correct_100000,correct,100000,no,2.2474111286782566e-05,gemma-12b,likes_only_noise,yesno,0
037_incorrect_100000,incorrect,100000,no,6.014151777699534e-05,gemma-12b,likes_only_noise,yesno,0
038_correct_100000,correct,100000,no,2.6274773144808218e-05,gemma-12b,likes_only_noise,yesno,0
038_incorrect_100000,incorrect,100000,no,0.00011591934318633098,gemma-12b,likes_only_noise,yesno,0
039_correct_100000,correct,100000,no,0.00010229985472581484,gemma-12b,likes_only_noise,yesno,0
039_incorrect_100000,incorrect,100000,no,0.00020988308820313111,gemma-12b,likes_only_noise,yesno,0
040_correct_100000,correct,100000,no,7.14190139989638e-05,gemma-12b,likes_only_noise,yesno,0
040_incorrect_100000,incorrect,100000,no,0.0001293156395460795,gemma-12b,likes_only_noise,yesno,0
041_correct_100000,correct,100000,no,3.373722476473661e-05,gemma-12b,likes_only_noise,yesno,0
041_incorrect_100000,incorrect,100000,no,7.602479448313689e-05,gemma-12b,likes_only_noise,yesno,0
042_correct_100000,correct,100000,no,5.225226840386986e-05,gemma-12b,likes_only_noise,yesno,0
042_incorrect_100000,incorrect,100000,no,0.00016603846953733615,gemma-12b,likes_only_noise,yesno,0
043_correct_100000,correct,100000,no,5.1442164685638044e-05,gemma-12b,likes_only_noise,yesno,0
043_incorrect_100000,incorrect,100000,no,0.0001795279693467774,gemma-12b,likes_only_noise,yesno,0
044_correct_100000,correct,100000,no,7.722191834067997e-05,gemma-12b,likes_only_noise,yesno,0
044_incorrect_100000,incorrect,100000,no,0.0001355207856240677,gemma-12b,likes_only_noise,yesno,0
045_correct_100000,correct,100000,no,8.888084683809128e-05,gemma-12b,likes_only_noise,yesno,0
045_incorrect_100000,incorrect,100000,no,0.0001609308249869283,gemma-12b,likes_only_noise,yesno,0
046_correct_100000,correct,100000,no,2.2125690195928157e-05,gemma-12b,likes_only_noise,yesno,0
046_incorrect_100000,incorrect,100000,no,7.722191834067997e-05,gemma-12b,likes_only_noise,yesno,0
047_correct_100000,correct,100000,no,2.58674310813544e-05,gemma-12b,likes_only_noise,yesno,0
047_incorrect_100000,incorrect,100000,no,7.254361823018916e-05,gemma-12b,likes_only_noise,yesno,0
048_correct_100000,correct,100000,no,4.4694028820494286e-05,gemma-12b,likes_only_noise,yesno,0
048_incorrect_100000,incorrect,100000,no,0.0001355207856240677,gemma-12b,likes_only_noise,yesno,0
049_correct_100000,correct,100000,no,7.722191834067997e-05,gemma-12b,likes_only_noise,yesno,0
049_incorrect_100000,incorrect,100000,no,3.838810168976861e-05,gemma-12b,likes_only_noise,yesno,0
050_correct_100000,correct,100000,no,3.4268457862711224e-05,gemma-12b,likes_only_noise,yesno,0
050_incorrect_100000,incorrect,100000,no,0.00024156629828672453,gemma-12b,likes_only_noise,yesno,0
051_correct_100000,correct,100000,no,6.014151777699534e-05,gemma-12b,likes_only_noise,yesno,0
051_incorrect_100000,incorrect,100000,no,5.6497933283762946e-05,gemma-12b,likes_only_noise,yesno,0
052_correct_100000,correct,100000,no,6.605214485464791e-05,gemma-12b,likes_only_noise,yesno,0
052_incorrect_100000,incorrect,100000,no,4.908661889889001e-05,gemma-12b,likes_only_noise,yesno,0
053_correct_100000,correct,100000,no,8.284647982017534e-05,gemma-12b,likes_only_noise,yesno,0
053_incorrect_100000,incorrect,100000,no,0.00016346470245419303,gemma-12b,likes_only_noise,yesno,0
054_correct_100000,correct,100000,no,3.944258675190878e-05,gemma-12b,likes_only_noise,yesno,0
054_incorrect_100000,incorrect,100000,no,6.828194605966957e-05,gemma-12b,likes_only_noise,yesno,0
055_correct_100000,correct,100000,no,5.738759521437677e-05,gemma-12b,likes_only_noise,yesno,0
055_incorrect_100000,incorrect,100000,no,0.00012731104162213555,gemma-12b,likes_only_noise,yesno,0
056_correct_100000,correct,100000,no,0.00023413582477639403,gemma-12b,likes_only_noise,yesno,0
056_incorrect_100000,incorrect,100000,no,0.0003682979260160596,gemma-12b,likes_only_noise,yesno,0
057_correct_100000,correct,100000,no,6.922190005522907e-05,gemma-12b,likes_only_noise,yesno,0
057_incorrect_100000,incorrect,100000,no,0.00020988308820313111,gemma-12b,likes_only_noise,yesno,0
058_correct_100000,correct,100000,no,5.562206273647034e-05,gemma-12b,likes_only_noise,yesno,0
058_incorrect_100000,incorrect,100000,no,9.915273115920184e-05,gemma-12b,likes_only_noise,yesno,0
059_correct_100000,correct,100000,no,0.00010720880092159908,gemma-12b,likes_only_noise,yesno,0
059_incorrect_100000,incorrect,100000,no,7.967293388501822e-05,gemma-12b,likes_only_noise,yesno,0
060_correct_100000,correct,100000,no,1.644247887933507e-05,gemma-12b,likes_only_noise,yesno,0
060_incorrect_100000,incorrect,100000,no,0.00010889691002655443,gemma-12b,likes_only_noise,yesno,0
061_correct_100000,correct,100000,no,4.133543718782687e-05,gemma-12b,likes_only_noise,yesno,0
061_incorrect_100000,incorrect,100000,no,4.256425718190242e-05,gemma-12b,likes_only_noise,yesno,0
062_correct_100000,correct,100000,no,1.644247887933507e-05,gemma-12b,likes_only_noise,yesno,0
062_incorrect_100000,incorrect,100000,no,9.3145930425751e-05,gemma-12b,likes_only_noise,yesno,0
063_correct_100000,correct,100000,no,2.0462913315366954e-05,gemma-12b,likes_only_noise,yesno,0
063_incorrect_100000,incorrect,100000,no,0.00010889691002655443,gemma-12b,likes_only_noise,yesno,0
064_correct_100000,correct,100000,no,1.644247887933507e-05,gemma-12b,likes_only_noise,yesno,0
064_incorrect_100000,incorrect,100000,no,9.647851343001646e-05,gemma-12b,likes_only_noise,yesno,0
065_correct_100000,correct,100000,no,3.6478572463192314e-05,gemma-12b,likes_only_noise,yesno,0
065_incorrect_100000,incorrect,100000,no,0.00010889691002655443,gemma-12b,likes_only_noise,yesno,0
066_correct_100000,correct,100000,no,3.647850288844143e-05,gemma-12b,likes_only_noise,yesno,0
066_incorrect_100000,incorrect,100000,no,6.402006410383949e-05,gemma-12b,likes_only_noise,yesno,0
067_correct_100000,correct,100000,no,4.6112748142641196e-05,gemma-12b,likes_only_noise,yesno,0
067_incorrect_100000,incorrect,100000,no,3.6478537675800285e-05,gemma-12b,likes_only_noise,yesno,0
068_correct_100000,correct,100000,no,3.88310728380025e-05,gemma-12b,likes_only_noise,yesno,0
068_incorrect_100000,incorrect,100000,no,0.00010071400221737607,gemma-12b,likes_only_noise,yesno,0
069_correct_100000,correct,100000,no,3.0718185454758056e-05,gemma-12b,likes_only_noise,yesno,0
069_incorrect_100000,incorrect,100000,no,8.092757566536091e-05,gemma-12b,likes_only_noise,yesno,0
070_correct_100000,correct,100000,no,6.10885510164857e-05,gemma-12b,likes_only_noise,yesno,0
070_incorrect_100000,incorrect,100000,no,7.905303859378796e-05,gemma-12b,likes_only_noise,yesno,0
071_correct_100000,correct,100000,no,4.2647427515538006e-05,gemma-12b,likes_only_noise,yesno,0
071_incorrect_100000,incorrect,100000,no,3.321419494792514e-05,gemma-12b,likes_only_noise,yesno,0
072_correct_100000,correct,100000,no,2.2125669095702613e-05,gemma-12b,likes_only_noise,yesno,0
072_incorrect_100000,incorrect,100000,no,8.481104172358075e-05,gemma-12b,likes_only_noise,yesno,0
073_correct_100000,correct,100000,no,4.4694071442156975e-05,gemma-12b,likes_only_noise,yesno,0
073_incorrect_100000,incorrect,100000,no,0.00012339457598623172,gemma-12b,likes_only_noise,yesno,0
074_correct_100000,correct,100000,no,6.92217680341979e-05,gemma-12b,likes_only_noise,yesno,0
074_incorrect_100000,incorrect,100000,no,0.00019716942196222918,gemma-12b,likes_only_noise,yesno,0
075_correct_100000,correct,100000,no,9.3145930425751e-05,gemma-12b,likes_only_noise,yesno,0
075_incorrect_100000,incorrect,100000,no,9.535461188204107e-05,gemma-12b,likes_only_noise,yesno,0
076_correct_100000,correct,100000,no,2.247406842182138e-05,gemma-12b,likes_only_noise,yesno,0
076_incorrect_100000,incorrect,100000,no,8.220189478350843e-05,gemma-12b,likes_only_noise,yesno,0
077_correct_100000,correct,100000,no,4.908661889889001e-05,gemma-12b,likes_only_noise,yesno,0
077_incorrect_100000,incorrect,100000,no,5.4759769804494653e-05,gemma-12b,likes_only_noise,yesno,0
078_correct_100000,correct,100000,no,6.9622628898202775e-06,gemma-12b,likes_only_noise,yesno,0
078_incorrect_100000,incorrect,100000,no,3.6478537675800285e-05,gemma-12b,likes_only_noise,yesno,0
079_correct_100000,correct,100000,no,4.87046888510841e-05,gemma-12b,likes_only_noise,yesno,0
079_incorrect_100000,incorrect,100000,no,0.00012843477365422195,gemma-12b,likes_only_noise,yesno,0
080_correct_100000,correct,100000,no,3.6478537675800285e-05,gemma-12b,likes_only_noise,yesno,0
080_incorrect_100000,incorrect,100000,no,0.00014653129390717956,gemma-12b,likes_only_noise,yesno,0
081_correct_100000,correct,100000,no,9.223470110117275e-06,gemma-12b,likes_only_noise,yesno,0
081_incorrect_100000,incorrect,100000,no,1.8058518261159952e-05,gemma-12b,likes_only_noise,yesno,0
082_correct_100000,correct,100000,no,0.00010071400221737607,gemma-12b,likes_only_noise,yesno,0
082_incorrect_100000,incorrect,100000,no,9.3145930425751e-05,gemma-12b,likes_only_noise,yesno,0
083_correct_100000,correct,100000,no,2.8409715853250238e-05,gemma-12b,likes_only_noise,yesno,0
083_incorrect_100000,incorrect,100000,no,0.00024923252458203564,gemma-12b,likes_only_noise,yesno,0
084_correct_100000,correct,100000,no,1.6187596873589453e-05,gemma-12b,likes_only_noise,yesno,0
084_incorrect_100000,incorrect,100000,no,8.220189478350843e-05,gemma-12b,likes_only_noise,yesno,0
085_correct_100000,correct,100000,no,3.269930460579807e-05,gemma-12b,likes_only_noise,yesno,0
085_incorrect_100000,incorrect,100000,no,0.0001195985780502316,gemma-12b,likes_only_noise,yesno,0
086_correct_100000,correct,100000,no,5.6497933283762946e-05,gemma-12b,likes_only_noise,yesno,0
086_incorrect_100000,incorrect,100000,no,0.00013765463368900106,gemma-12b,likes_only_noise,yesno,0
087_correct_100000,correct,100000,no,0.00020027376671813928,gemma-12b,likes_only_noise,yesno,0
087_incorrect_100000,incorrect,100000,no,0.00016865275398914432,gemma-12b,likes_only_noise,yesno,0
088_correct_100000,correct,100000,no,7.031177561929778e-05,gemma-12b,likes_only_noise,yesno,0
088_incorrect_100000,incorrect,100000,no,0.00011235328063870752,gemma-12b,likes_only_noise,yesno,0
089_correct_100000,correct,100000,no,3.763641128942937e-05,gemma-12b,likes_only_noise,yesno,0
089_incorrect_100000,incorrect,100000,no,0.00011591934318633098,gemma-12b,likes_only_noise,yesno,0
090_correct_100000,correct,100000,no,5.829126566113865e-05,gemma-12b,likes_only_noise,yesno,0
090_incorrect_100000,incorrect,100000,no,0.00012731104162213555,gemma-12b,likes_only_noise,yesno,0
091_correct_100000,correct,100000,no,3.024195853395102e-05,gemma-12b,likes_only_noise,yesno,0
091_incorrect_100000,incorrect,100000,no,7.484622751061124e-05,gemma-12b,likes_only_noise,yesno,0
092_correct_100000,correct,100000,no,0.00046552691875201524,gemma-12b,likes_only_noise,yesno,0
092_incorrect_100000,incorrect,100000,no,0.00023413582477639403,gemma-12b,likes_only_noise,yesno,0
093_correct_100000,correct,100000,no,2.5466428233103918e-05,gemma-12b,likes_only_noise,yesno,0
093_incorrect_100000,incorrect,100000,no,7.368592981140819e-05,gemma-12b,likes_only_noise,yesno,0
094_correct_100000,correct,100000,no,3.426849054255501e-05,gemma-12b,likes_only_noise,yesno,0
094_incorrect_100000,incorrect,100000,no,0.00010889691002655443,gemma-12b,likes_only_noise,yesno,0
095_correct_100000,correct,100000,no,0.00012780938113851444,gemma-12b,likes_only_noise,yesno,0
095_incorrect_100000,incorrect,100000,no,0.00012731104162213555,gemma-12b,likes_only_noise,yesno,0
096_correct_100000,correct,100000,no,0.00010720880092159908,gemma-12b,likes_only_noise,yesno,0
096_incorrect_100000,incorrect,100000,no,0.00011235328063870752,gemma-12b,likes_only_noise,yesno,0
097_correct_100000,correct,100000,no,4.4001142618319824e-05,gemma-12b,likes_only_noise,yesno,0
097_incorrect_100000,incorrect,100000,no,0.0001355207856240677,gemma-12b,likes_only_noise,yesno,0
098_correct_100000,correct,100000,no,0.00010472557180794286,gemma-12b,likes_only_noise,yesno,0
098_incorrect_100000,incorrect,100000,no,0.0001420236402299791,gemma-12b,likes_only_noise,yesno,0
099_correct_100000,correct,100000,no,1.5446309562386383e-05,gemma-12b,likes_only_noise,yesno,0
099_incorrect_100000,incorrect,100000,no,4.198630823683514e-05,gemma-12b,likes_only_noise,yesno,0
100_correct_100000,correct,100000,no,7.967300986103147e-05,gemma-12b,likes_only_noise,yesno,0
100_incorrect_100000,incorrect,100000,no,0.00015118199327273334,gemma-12b,likes_only_noise,yesno,0
001_correct_1000000,correct,1000000,no,0.00023231396712225687,gemma-12b,likes_only_noise,yesno,0
001_incorrect_1000000,incorrect,1000000,no,0.0005274784125231481,gemma-12b,likes_only_noise,yesno,0
002_correct_1000000,correct,1000000,no,3.763644718097441e-05,gemma-12b,likes_only_noise,yesno,0
002_incorrect_1000000,incorrect,1000000,no,0.00016603846953733615,gemma-12b,likes_only_noise,yesno,0
003_correct_1000000,correct,1000000,no,8.349627818261146e-05,gemma-12b,likes_only_noise,yesno,0
003_incorrect_1000000,incorrect,1000000,no,7.662101864956481e-05,gemma-12b,likes_only_noise,yesno,0
004_correct_1000000,correct,1000000,no,9.761566060239503e-05,gemma-12b,likes_only_noise,yesno,0
004_incorrect_1000000,incorrect,1000000,no,0.00014653129390717956,gemma-12b,likes_only_noise,yesno,0
005_correct_1000000,correct,1000000,no,6.205049602300743e-05,gemma-12b,likes_only_noise,yesno,0
005_incorrect_1000000,incorrect,1000000,no,5.616787720535195e-05,gemma-12b,likes_only_noise,yesno,0
006_correct_1000000,correct,1000000,no,7.368592981140819e-05,gemma-12b,likes_only_noise,yesno,0
006_incorrect_1000000,incorrect,1000000,no,0.0005112579049909173,gemma-12b,likes_only_noise,yesno,0
007_correct_1000000,correct,1000000,no,2.8409742946109783e-05,gemma-12b,likes_only_noise,yesno,0
007_incorrect_1000000,incorrect,1000000,no,4.985958212727021e-05,gemma-12b,likes_only_noise,yesno,0
008_correct_1000000,correct,1000000,no,2.247408985429175e-05,gemma-12b,likes_only_noise,yesno,0
008_incorrect_1000000,incorrect,1000000,no,0.00010391067562761451,gemma-12b,likes_only_noise,yesno,0
009_correct_1000000,correct,1000000,no,1.473898197449493e-05,gemma-12b,likes_only_noise,yesno,0
009_incorrect_1000000,incorrect,1000000,no,8.220189478350843e-05,gemma-12b,likes_only_noise,yesno,0
010_correct_1000000,correct,1000000,no,0.00014425986448478857,gemma-12b,likes_only_noise,yesno,0
010_incorrect_1000000,incorrect,1000000,no,0.00017674513810355872,gemma-12b,likes_only_noise,yesno,0
011_correct_1000000,correct,1000000,no,3.21923651970667e-05,gemma-12b,likes_only_noise,yesno,0
011_incorrect_1000000,incorrect,1000000,no,0.00011235328063870752,gemma-12b,likes_only_noise,yesno,0
012_correct_1000000,correct,1000000,no,7.14190139989638e-05,gemma-12b,likes_only_noise,yesno,0
012_incorrect_1000000,incorrect,1000000,no,0.00015118199327273334,gemma-12b,likes_only_noise,yesno,0
013_correct_1000000,correct,1000000,no,0.00028685408238746286,gemma-12b,likes_only_noise,yesno,0
013_incorrect_1000000,incorrect,1000000,no,0.0003101559867126834,gemma-12b,likes_only_noise,yesno,0
014_correct_1000000,correct,1000000,no,5.562206273647034e-05,gemma-12b,likes_only_noise,yesno,0
014_incorrect_1000000,incorrect,1000000,no,0.00013135179706526775,gemma-12b,likes_only_noise,yesno,0
015_correct_1000000,correct,1000000,no,0.00010720880092159908,gemma-12b,likes_only_noise,yesno,0
015_incorrect_1000000,incorrect,1000000,no,0.0001195985780502316,gemma-12b,likes_only_noise,yesno,0
016_correct_1000000,correct,1000000,no,1.89251301979597e-05,gemma-12b,likes_only_noise,yesno,0
016_incorrect_1000000,incorrect,1000000,no,0.00011591934318633098,gemma-12b,likes_only_noise,yesno,0
017_correct_1000000,correct,1000000,no,9.028039015031105e-05,gemma-12b,likes_only_noise,yesno,0
017_incorrect_1000000,incorrect,1000000,no,6.079101221320838e-05,gemma-12b,likes_only_noise,yesno,0
018_correct_1000000,correct,1000000,no,0.0001795279693467774,gemma-12b,likes_only_noise,yesno,0
018_incorrect_1000000,incorrect,1000000,no,0.00023758997106238232,gemma-12b,likes_only_noise,yesno,0
019_correct_1000000,correct,1000000,no,5.1442213742208984e-05,gemma-12b,likes_only_noise,yesno,0
019_incorrect_1000000,incorrect,1000000,no,0.00014425986448478857,gemma-12b,likes_only_noise,yesno,0
020_correct_1000000,correct,1000000,no,5.6058287525950034e-05,gemma-12b,likes_only_noise,yesno,0
020_incorrect_1000000,incorrect,1000000,no,0.00013982207564732912,gemma-12b,likes_only_noise,yesno,0
021_correct_1000000,correct,1000000,no,4.4694071442156975e-05,gemma-12b,likes_only_noise,yesno,0
021_incorrect_1000000,incorrect,1000000,no,4.8325638187255363e-05,gemma-12b,likes_only_noise,yesno,0
022_correct_1000000,correct,1000000,no,1.5446309562386383e-05,gemma-12b,likes_only_noise,yesno,0
022_incorrect_1000000,incorrect,1000000,no,2.0462932829931794e-05,gemma-12b,likes_only_noise,yesno,0
023_correct_1000000,correct,1000000,no,1.8058518261159952e-05,gemma-12b,likes_only_noise,yesno,0
023_incorrect_1000000,incorrect,1000000,no,0.00019035941258385477,gemma-12b,likes_only_noise,yesno,0
024_correct_1000000,correct,1000000,no,4.0694577904668375e-05,gemma-12b,likes_only_noise,yesno,0
024_incorrect_1000000,incorrect,1000000,no,7.368600007864235e-05,gemma-12b,likes_only_noise,yesno,0
025_correct_1000000,correct,1000000,no,2.0462952344515245e-05,gemma-12b,likes_only_noise,yesno,0
025_incorrect_1000000,incorrect,1000000,no,8.888084683809128e-05,gemma-12b,likes_only_noise,yesno,0
026_correct_1000000,correct,1000000,no,0.00017130819343483193,gemma-12b,likes_only_noise,yesno,0
026_incorrect_1000000,incorrect,1000000,no,0.0002305067219931397,gemma-12b,likes_only_noise,yesno,0
027_correct_1000000,correct,1000000,no,5.874847888876042e-05,gemma-12b,likes_only_noise,yesno,0
027_incorrect_1000000,incorrect,1000000,no,9.387641443080781e-05,gemma-12b,likes_only_noise,yesno,0
028_correct_1000000,correct,1000000,no,4.6838884249524555e-05,gemma-12b,likes_only_noise,yesno,0
028_incorrect_1000000,incorrect,1000000,no,0.0001355207856240677,gemma-12b,likes_only_noise,yesno,0
029_correct_1000000,correct,1000000,no,1.6701437775553823e-05,gemma-12b,likes_only_noise,yesno,0
029_incorrect_1000000,incorrect,1000000,no,7.722191834067997e-05,gemma-12b,likes_only_noise,yesno,0
030_correct_1000000,correct,1000000,no,0.00011728560346075989,gemma-12b,likes_only_noise,yesno,0
030_incorrect_1000000,incorrect,1000000,no,0.00016865275398914432,gemma-12b,likes_only_noise,yesno,0
031_correct_1000000,correct,1000000,no,5.56221157788778e-05,gemma-12b,likes_only_noise,yesno,0
031_incorrect_1000000,incorrect,1000000,no,0.00010889691002655443,gemma-12b,likes_only_noise,yesno,0
032_correct_1000000,correct,1000000,no,2.796932969869938e-05,gemma-12b,likes_only_noise,yesno,0
032_incorrect_1000000,incorrect,1000000,no,0.00011235328063870752,gemma-12b,likes_only_noise,yesno,0
033_correct_1000000,correct,1000000,no,5.829126566113865e-05,gemma-12b,likes_only_noise,yesno,0
033_incorrect_1000000,incorrect,1000000,no,9.116627276750106e-05,gemma-12b,likes_only_noise,yesno,0
034_correct_1000000,correct,1000000,no,0.00011774459228387069,gemma-12b,likes_only_noise,yesno,0
034_incorrect_1000000,incorrect,1000000,no,0.00010431732808777014,gemma-12b,likes_only_noise,yesno,0
035_correct_1000000,correct,1000000,no,4.757645425657628e-05,gemma-12b,likes_only_noise,yesno,0
035_incorrect_1000000,incorrect,1000000,no,9.761566060239503e-05,gemma-12b,likes_only_noise,yesno,0
036_correct_1000000,correct,1000000,no,5.4759769804494653e-05,gemma-12b,likes_only_noise,yesno,0
036_incorrect_1000000,incorrect,1000000,no,0.00013342001090985438,gemma-12b,likes_only_noise,yesno,0
037_correct_1000000,correct,1000000,no,4.331903899346328e-05,gemma-12b,likes_only_noise,yesno,0
037_incorrect_1000000,incorrect,1000000,no,9.028039015031105e-05,gemma-12b,likes_only_noise,yesno,0
038_correct_1000000,correct,1000000,no,9.170196905195048e-05,gemma-12b,likes_only_noise,yesno,0
038_incorrect_1000000,incorrect,1000000,no,0.00017400543552708927,gemma-12b,likes_only_noise,yesno,0
039_correct_1000000,correct,1000000,no,6.205049602300743e-05,gemma-12b,likes_only_noise,yesno,0
039_incorrect_1000000,incorrect,1000000,no,0.00013342001090985438,gemma-12b,likes_only_noise,yesno,0
040_correct_1000000,correct,1000000,no,4.331903899346328e-05,gemma-12b,likes_only_noise,yesno,0
040_incorrect_1000000,incorrect,1000000,no,0.00010071400221737607,gemma-12b,likes_only_noise,yesno,0
041_correct_1000000,correct,1000000,no,4.908661889889001e-05,gemma-12b,likes_only_noise,yesno,0
041_incorrect_1000000,incorrect,1000000,no,9.993031795570665e-05,gemma-12b,likes_only_noise,yesno,0
042_correct_1000000,correct,1000000,no,0.00020184421628825368,gemma-12b,likes_only_noise,yesno,0
042_incorrect_1000000,incorrect,1000000,no,0.0002234163601827719,gemma-12b,likes_only_noise,yesno,0
043_correct_1000000,correct,1000000,no,0.00014425986448478857,gemma-12b,likes_only_noise,yesno,0
043_incorrect_1000000,incorrect,1000000,no,0.00029137006067943023,gemma-12b,likes_only_noise,yesno,0
